airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Delta Airlines,MTY,JFK,2,3,2013,35,unspecified,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Delta Airlines,PVR,PDX,30,9,2020,22,female,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Alaska,TPQ,LAX,4,7,2018,13,male,On vacation/Pleasure,Home,Own car,False,0
Delta Airlines,TPQ,GDL,24,2,2018,74,undisclosed,Back Home,Home,Mobility as a service,False,0
Aeromexico,PDX,PVR,23,3,2017,69,unspecified,Business/Work,Short-term homestay,Public Transportation,False,0
Aeromar,MTY,PDX,21,11,2017,57,unspecified,Back Home,Home,,False,0
Aeromexico,TLC,SJC,17,2,2021,59,male,On vacation/Pleasure,Hotel,,True,519
American Airlines,JFK,LAX,19,7,2020,50,undisclosed,Back Home,Home,,False,0
Aeromexico,MTY,GDL,26,3,2013,57,unspecified,Business/Work,Friend/Family,,True,136
Alaska,PVR,GDL,4,3,2017,42,male,Business/Work,Friend/Family,Mobility as a service,False,0
Alaska,GDL,PVR,5,12,2014,56,unspecified,On vacation/Pleasure,Hotel,Pickup,False,0
Alaska,TPQ,GDL,17,12,2022,79,female,Back Home,Home,Car rental,False,0
Lufthansa,GDL,IZT,9,12,2020,37,female,Business/Work,Home,,True,411
Alaska,GDL,SJC,4,2,2013,62,male,Back Home,Home,Public Transportation,False,0
Lufthansa,JFK,GDL,5,7,2022,80,male,Business/Work,Short-term homestay,Own car,False,0
American Airlines,PVR,PDX,30,1,2014,5,undisclosed,Business/Work,Hotel,,True,591
Aeromexico,TLC,TPQ,7,4,2013,38,male,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Delta Airlines,IZT,PVR,4,6,2016,65,female,On vacation/Pleasure,Home,,True,342
Aeromar,MTY,TPQ,26,10,2014,81,undisclosed,Back Home,Home,Own car,False,0
Delta Airlines,MTY,SJC,14,6,2013,69,unspecified,Back Home,Home,Airport cab,False,0
American Airlines,DEN,GDL,2,5,2016,63,male,Business/Work,Short-term homestay,,True,276
Volaris,PDX,DEN,24,3,2013,20,female,Business/Work,Home,,True,684
Aeromexico,MTY,LAX,31,7,2013,59,female,Business/Work,Home,,True,257
Delta Airlines,MTY,TPQ,25,2,2023,4,undisclosed,On vacation/Pleasure,Home,,True,36
Aeromexico,PVR,MTY,6,9,2016,79,male,Back Home,Home,Airport cab,False,0
Volaris,IZT,LAX,27,7,2021,43,unspecified,Back Home,Home,Mobility as a service,False,0
Alaska,LAX,DEN,1,10,2015,51,female,On vacation/Pleasure,Hotel,Own car,False,0
Aeromar,IZT,PVR,28,4,2018,69,female,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Aeromar,LAX,DEN,9,9,2022,86,unspecified,Back Home,Home,Car rental,False,0
Aeromexico,PVR,GDL,19,10,2016,90,unspecified,On vacation/Pleasure,Friend/Family,,True,613
Alaska,GDL,TLC,3,6,2015,40,female,Business/Work,Home,,True,55
Delta Airlines,DEN,IZT,1,5,2016,42,unspecified,Back Home,Home,,False,0
Viva Aerobus,JFK,TLC,31,10,2014,13,undisclosed,Business/Work,Home,,True,538
American Airlines,SJC,PDX,8,6,2014,68,undisclosed,On vacation/Pleasure,Hotel,,True,398
American Airlines,PDX,MTY,9,12,2014,73,female,Business/Work,Hotel,Airport cab,False,0
Aeromar,TLC,IZT,22,8,2021,29,male,Back Home,Home,Public Transportation,False,0
Alaska,TPQ,LAX,17,3,2018,30,unspecified,Back Home,Home,,False,0
Aeromexico,IZT,MTY,5,11,2020,72,undisclosed,On vacation/Pleasure,Friend/Family,Own car,False,0
Lufthansa,LAX,GDL,23,4,2016,7,female,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Lufthansa,TPQ,GDL,15,8,2013,6,male,On vacation/Pleasure,Home,,True,311
Aeromexico,GDL,IZT,28,4,2015,10,female,On vacation/Pleasure,Friend/Family,,True,535
Viva Aerobus,GDL,SJC,16,8,2014,47,undisclosed,Back Home,Home,Mobility as a service,False,0
Aeromar,DEN,PVR,29,5,2018,45,male,Back Home,Home,Own car,False,0
Delta Airlines,LAX,IZT,4,2,2020,9,male,Back Home,Home,,False,0
Lufthansa,SJC,IZT,4,4,2021,74,male,Back Home,Home,,False,0
Viva Aerobus,DEN,GDL,24,8,2021,45,undisclosed,On vacation/Pleasure,Home,,True,204
Volaris,MTY,GDL,10,6,2013,63,male,Back Home,Home,,False,0
Alaska,PDX,GDL,21,4,2016,27,female,Back Home,Home,,False,0
Aeromar,SJC,PDX,26,9,2017,44,female,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Volaris,IZT,TLC,31,7,2017,50,male,Back Home,Home,Car rental,False,0
Volaris,IZT,MTY,11,7,2018,89,undisclosed,On vacation/Pleasure,Short-term homestay,,True,127
Aeromexico,DEN,JFK,2,5,2021,35,female,Business/Work,Friend/Family,,True,272
Delta Airlines,MTY,JFK,29,9,2022,89,female,On vacation/Pleasure,Hotel,Public Transportation,False,0
Aeromar,DEN,PDX,12,6,2013,67,female,Business/Work,Short-term homestay,,True,137
Volaris,PVR,GDL,24,8,2021,25,male,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Lufthansa,IZT,GDL,22,7,2019,49,male,Business/Work,Hotel,,True,141
Delta Airlines,PVR,TPQ,2,6,2020,64,undisclosed,On vacation/Pleasure,Short-term homestay,,True,312
Aeromar,TLC,GDL,15,8,2018,29,undisclosed,Business/Work,Hotel,Own car,False,0
Volaris,SJC,TLC,12,2,2015,64,female,On vacation/Pleasure,Home,Own car,False,0
Delta Airlines,JFK,MTY,1,1,2017,33,undisclosed,On vacation/Pleasure,Friend/Family,Pickup,False,0
Volaris,PDX,PVR,7,3,2023,89,female,On vacation/Pleasure,Home,Public Transportation,False,0
American Airlines,LAX,GDL,22,5,2020,20,unspecified,Back Home,Home,Airport cab,False,0
Volaris,JFK,LAX,2,4,2017,56,undisclosed,On vacation/Pleasure,Short-term homestay,,True,57
Aeromar,MTY,IZT,19,1,2023,34,male,Business/Work,Short-term homestay,,True,635
Delta Airlines,SJC,TPQ,23,9,2014,16,female,Back Home,Home,,False,0
Aeromexico,MTY,DEN,20,3,2013,56,female,On vacation/Pleasure,Hotel,,True,233
Aeromar,SJC,MTY,18,5,2021,49,unspecified,Business/Work,Home,,True,119
Aeromar,GDL,TPQ,28,4,2019,19,unspecified,On vacation/Pleasure,Home,Pickup,False,0
Volaris,PDX,JFK,30,3,2014,32,female,Business/Work,Home,,True,652
Alaska,TLC,SJC,13,6,2020,10,female,On vacation/Pleasure,Friend/Family,Own car,False,0
Aeromar,PVR,TPQ,26,1,2013,78,male,Back Home,Home,Car rental,False,0
American Airlines,SJC,TPQ,27,1,2015,26,male,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Lufthansa,IZT,PVR,26,1,2015,85,undisclosed,On vacation/Pleasure,Friend/Family,,True,594
Lufthansa,MTY,PDX,2,2,2023,86,undisclosed,Business/Work,Hotel,Airport cab,False,0
Lufthansa,JFK,GDL,3,2,2017,57,male,On vacation/Pleasure,Hotel,Car rental,False,0
Aeromexico,TPQ,LAX,31,1,2021,44,unspecified,On vacation/Pleasure,Home,Car rental,False,0
Volaris,IZT,PDX,11,9,2020,59,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
American Airlines,SJC,GDL,5,2,2023,84,unspecified,On vacation/Pleasure,Home,Public Transportation,False,0
Viva Aerobus,MTY,TPQ,7,11,2022,78,unspecified,Business/Work,Short-term homestay,Own car,False,0
Viva Aerobus,PDX,JFK,13,12,2020,51,male,Business/Work,Hotel,Own car,False,0
Delta Airlines,JFK,PDX,29,4,2022,34,female,On vacation/Pleasure,Home,Own car,False,0
Aeromar,IZT,JFK,10,12,2021,35,female,Business/Work,Friend/Family,,True,291
Lufthansa,IZT,MTY,13,11,2013,87,unspecified,Business/Work,Short-term homestay,Mobility as a service,False,0
Volaris,TPQ,IZT,5,1,2019,25,male,Business/Work,Short-term homestay,,True,505
Lufthansa,PVR,DEN,15,12,2021,87,undisclosed,Business/Work,Home,,True,432
American Airlines,IZT,PDX,20,3,2017,82,female,Back Home,Home,Car rental,False,0
Lufthansa,IZT,JFK,26,8,2022,55,female,Business/Work,Hotel,Car rental,False,0
Delta Airlines,TLC,SJC,16,4,2013,85,male,Back Home,Home,Pickup,False,0
Alaska,GDL,PVR,20,3,2017,6,female,Business/Work,Short-term homestay,Public Transportation,False,0
Alaska,GDL,PDX,16,6,2021,89,unspecified,On vacation/Pleasure,Hotel,Airport cab,False,0
Lufthansa,TPQ,IZT,18,10,2014,79,male,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Volaris,DEN,PDX,20,11,2017,12,unspecified,Business/Work,Short-term homestay,,True,219
Lufthansa,SJC,TPQ,21,5,2018,86,female,On vacation/Pleasure,Friend/Family,,True,406
Aeromexico,SJC,IZT,2,5,2013,34,unspecified,On vacation/Pleasure,Short-term homestay,,True,703
Aeromexico,GDL,DEN,23,7,2018,80,unspecified,Back Home,Home,Pickup,False,0
American Airlines,GDL,IZT,13,1,2022,73,unspecified,Business/Work,Home,,True,406
Aeromexico,JFK,TLC,8,3,2014,9,female,Back Home,Home,,False,0
Lufthansa,TPQ,SJC,13,9,2014,14,female,On vacation/Pleasure,Friend/Family,,True,380
Aeromar,PVR,GDL,15,10,2013,55,male,On vacation/Pleasure,Home,,True,566
Viva Aerobus,TPQ,JFK,16,6,2018,90,male,Business/Work,Short-term homestay,Airport cab,False,0
Viva Aerobus,IZT,LAX,18,10,2017,31,unspecified,Back Home,Home,Mobility as a service,False,0
Aeromexico,MTY,PDX,2,3,2018,86,male,Business/Work,Hotel,Airport cab,False,0
Lufthansa,TPQ,GDL,2,1,2018,6,unspecified,Business/Work,Short-term homestay,,True,147
Alaska,SJC,PDX,23,1,2022,43,male,Back Home,Home,Mobility as a service,False,0
Aeromar,PDX,LAX,22,8,2015,8,undisclosed,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Aeromar,LAX,TPQ,14,5,2021,39,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,IZT,21,10,2017,40,female,Back Home,Home,,False,0
Alaska,TLC,GDL,23,8,2013,70,unspecified,Business/Work,Short-term homestay,,True,491
Alaska,TLC,PDX,21,6,2018,65,male,Back Home,Home,,False,0
Lufthansa,MTY,SJC,19,9,2019,40,female,Business/Work,Hotel,,True,694
Volaris,IZT,LAX,19,7,2018,75,unspecified,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Lufthansa,JFK,MTY,29,1,2018,68,female,On vacation/Pleasure,Home,Car rental,False,0
Aeromar,TPQ,IZT,23,6,2021,46,undisclosed,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Aeromar,GDL,DEN,20,2,2016,70,female,On vacation/Pleasure,Hotel,,True,483
Aeromexico,GDL,SJC,18,4,2015,29,unspecified,Business/Work,Home,,True,452
Delta Airlines,SJC,JFK,15,7,2017,16,unspecified,Business/Work,Friend/Family,,True,222
American Airlines,IZT,TLC,19,10,2020,51,male,Back Home,Home,Own car,False,0
Lufthansa,PVR,PDX,27,9,2018,70,female,Back Home,Home,Pickup,False,0
Delta Airlines,DEN,GDL,17,11,2014,33,undisclosed,Back Home,Home,,False,0
Aeromexico,MTY,TPQ,24,5,2017,53,female,On vacation/Pleasure,Home,,True,278
Aeromar,IZT,LAX,18,5,2013,2,female,On vacation/Pleasure,Short-term homestay,Own car,False,0
Alaska,MTY,PVR,5,11,2015,46,male,Back Home,Home,,False,0
Viva Aerobus,SJC,PDX,27,7,2014,81,male,On vacation/Pleasure,Short-term homestay,,True,438
American Airlines,SJC,DEN,16,12,2020,23,female,On vacation/Pleasure,Short-term homestay,,True,597
Lufthansa,PDX,GDL,19,2,2018,89,male,Business/Work,Short-term homestay,Airport cab,False,0
Lufthansa,GDL,TPQ,30,9,2014,14,male,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Delta Airlines,SJC,GDL,18,12,2019,4,unspecified,On vacation/Pleasure,Hotel,Car rental,False,0
Lufthansa,SJC,TLC,6,2,2017,38,male,Back Home,Home,Mobility as a service,False,0
Aeromar,TLC,IZT,16,10,2018,23,unspecified,Back Home,Home,,False,0
Viva Aerobus,LAX,PVR,4,10,2017,39,unspecified,Business/Work,Home,,True,656
Aeromar,JFK,PDX,11,1,2020,26,male,On vacation/Pleasure,Home,,True,32
Lufthansa,PDX,TLC,20,11,2018,37,male,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Volaris,SJC,JFK,6,7,2019,90,male,Back Home,Home,,False,0
Aeromar,PDX,GDL,14,12,2015,88,female,On vacation/Pleasure,Hotel,Car rental,False,0
American Airlines,MTY,TPQ,20,1,2023,68,male,Back Home,Home,Public Transportation,False,0
Volaris,GDL,TPQ,10,5,2020,2,undisclosed,Business/Work,Hotel,Own car,False,0
American Airlines,PVR,GDL,22,12,2014,55,male,Back Home,Home,Pickup,False,0
Lufthansa,TLC,SJC,8,4,2021,19,female,Back Home,Home,Car rental,False,0
Volaris,GDL,PVR,24,11,2021,67,undisclosed,Back Home,Home,Pickup,False,0
Aeromexico,TPQ,PDX,24,3,2020,47,undisclosed,Back Home,Home,,False,0
Volaris,DEN,SJC,2,4,2014,3,male,On vacation/Pleasure,Friend/Family,,True,161
Viva Aerobus,DEN,MTY,23,11,2013,45,unspecified,Business/Work,Home,Car rental,False,0
Volaris,TLC,SJC,5,9,2013,28,female,On vacation/Pleasure,Friend/Family,Pickup,False,0
American Airlines,JFK,TLC,11,8,2022,12,male,On vacation/Pleasure,Hotel,,True,372
Aeromar,JFK,GDL,15,10,2019,24,unspecified,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
American Airlines,PVR,IZT,22,7,2016,18,undisclosed,On vacation/Pleasure,Friend/Family,Own car,False,0
Volaris,JFK,GDL,5,12,2022,74,male,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Viva Aerobus,GDL,IZT,14,6,2019,85,male,Back Home,Home,Airport cab,False,0
Volaris,JFK,MTY,2,9,2015,56,unspecified,Back Home,Home,,False,0
Lufthansa,DEN,IZT,6,7,2014,19,female,On vacation/Pleasure,Short-term homestay,Own car,False,0
Delta Airlines,TLC,MTY,17,12,2022,78,female,Business/Work,Short-term homestay,,True,481
Delta Airlines,PVR,MTY,5,8,2015,74,unspecified,Business/Work,Friend/Family,Airport cab,False,0
American Airlines,PDX,DEN,10,7,2020,11,undisclosed,On vacation/Pleasure,Home,,True,248
Lufthansa,PVR,IZT,4,4,2015,37,male,On vacation/Pleasure,Hotel,Airport cab,False,0
Alaska,GDL,PVR,4,5,2016,71,undisclosed,Business/Work,Home,,True,366
Alaska,PVR,IZT,15,7,2019,45,female,Business/Work,Home,,True,137
Aeromar,JFK,GDL,5,3,2016,75,unspecified,On vacation/Pleasure,Home,Airport cab,False,0
Lufthansa,MTY,PDX,25,1,2020,34,unspecified,On vacation/Pleasure,Friend/Family,Own car,False,0
Aeromexico,PVR,TPQ,21,2,2021,26,undisclosed,Back Home,Home,Airport cab,False,0
Lufthansa,TLC,DEN,22,4,2013,39,male,On vacation/Pleasure,Friend/Family,,True,629
Delta Airlines,PDX,TPQ,19,12,2018,81,male,Back Home,Home,Pickup,False,0
Volaris,PVR,MTY,30,1,2016,47,undisclosed,Back Home,Home,Pickup,False,0
Lufthansa,MTY,IZT,31,10,2015,37,female,Business/Work,Hotel,,True,147
Viva Aerobus,SJC,GDL,8,5,2021,42,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,TLC,TPQ,16,2,2021,84,male,Business/Work,Hotel,Public Transportation,False,0
Volaris,JFK,SJC,1,8,2020,34,female,Back Home,Home,Pickup,False,0
Viva Aerobus,SJC,PDX,29,10,2017,37,undisclosed,On vacation/Pleasure,Home,Mobility as a service,False,0
Aeromexico,TPQ,PVR,30,5,2019,56,female,Business/Work,Home,,True,571
Aeromexico,IZT,PVR,7,12,2016,57,undisclosed,On vacation/Pleasure,Home,,True,137
Viva Aerobus,DEN,LAX,31,3,2018,75,undisclosed,Back Home,Home,Own car,False,0
Alaska,DEN,MTY,27,12,2021,37,unspecified,Business/Work,Home,Public Transportation,False,0
Alaska,MTY,LAX,12,4,2022,27,female,Back Home,Home,,False,0
Volaris,GDL,IZT,25,6,2021,81,male,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Viva Aerobus,PVR,SJC,26,5,2019,30,female,Business/Work,Home,Mobility as a service,False,0
Viva Aerobus,TPQ,LAX,18,6,2019,45,undisclosed,On vacation/Pleasure,Short-term homestay,,True,72
American Airlines,PDX,DEN,4,6,2021,64,male,Back Home,Home,,False,0
Delta Airlines,LAX,GDL,3,12,2017,20,unspecified,Business/Work,Friend/Family,Pickup,False,0
Viva Aerobus,IZT,PVR,26,11,2022,11,male,Business/Work,Friend/Family,,True,217
Delta Airlines,TPQ,IZT,26,5,2014,29,female,Back Home,Home,,False,0
Lufthansa,GDL,IZT,18,3,2018,69,undisclosed,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
American Airlines,TLC,TPQ,17,9,2022,26,unspecified,Back Home,Home,,False,0
American Airlines,IZT,JFK,10,2,2020,87,female,Back Home,Home,Mobility as a service,False,0
Aeromar,JFK,GDL,7,12,2020,16,unspecified,Back Home,Home,,False,0
Aeromar,JFK,LAX,6,12,2020,22,undisclosed,Back Home,Home,,False,0
American Airlines,PVR,IZT,18,2,2020,67,female,Back Home,Home,Public Transportation,False,0
Aeromar,PVR,MTY,16,5,2022,59,female,Back Home,Home,Airport cab,False,0
American Airlines,TPQ,PVR,20,10,2017,24,undisclosed,Business/Work,Hotel,,True,467
Aeromexico,LAX,TLC,17,1,2017,49,male,On vacation/Pleasure,Hotel,,True,40
American Airlines,IZT,TPQ,15,7,2015,7,undisclosed,Business/Work,Hotel,Mobility as a service,False,0
Volaris,LAX,JFK,11,10,2019,51,unspecified,Back Home,Home,,False,0
Aeromexico,LAX,TLC,9,12,2018,31,undisclosed,Back Home,Home,Pickup,False,0
Delta Airlines,TLC,PVR,27,10,2018,33,female,Business/Work,Friend/Family,Public Transportation,False,0
Lufthansa,PVR,GDL,19,12,2020,3,unspecified,Back Home,Home,,False,0
American Airlines,LAX,TLC,22,5,2013,56,unspecified,On vacation/Pleasure,Short-term homestay,,True,355
American Airlines,JFK,TLC,30,1,2021,85,male,On vacation/Pleasure,Short-term homestay,,True,376
Volaris,LAX,TPQ,29,10,2017,88,female,Back Home,Home,,False,0
Volaris,JFK,PVR,7,11,2022,49,female,On vacation/Pleasure,Friend/Family,Own car,False,0
Alaska,MTY,JFK,3,3,2021,65,female,Back Home,Home,,False,0
Volaris,TPQ,TLC,29,12,2014,74,male,Business/Work,Short-term homestay,,True,488
Delta Airlines,GDL,TLC,15,2,2018,38,male,Back Home,Home,Public Transportation,False,0
Aeromar,TLC,TPQ,30,10,2021,12,unspecified,Back Home,Home,Airport cab,False,0
Delta Airlines,LAX,PVR,17,12,2020,79,male,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
American Airlines,TPQ,PVR,7,4,2017,65,undisclosed,Business/Work,Friend/Family,Own car,False,0
Volaris,GDL,PVR,21,12,2014,86,undisclosed,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,LAX,PDX,24,3,2013,45,male,Back Home,Home,Car rental,False,0
Volaris,TLC,IZT,27,10,2022,34,undisclosed,Business/Work,Friend/Family,Pickup,False,0
Viva Aerobus,IZT,MTY,11,10,2019,90,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromar,TLC,IZT,30,6,2022,7,female,On vacation/Pleasure,Short-term homestay,,True,688
Volaris,PVR,TLC,27,5,2017,51,male,Back Home,Home,,False,0
Aeromar,SJC,TPQ,19,5,2013,52,female,On vacation/Pleasure,Home,Car rental,False,0
Alaska,TLC,PVR,8,2,2020,73,unspecified,Back Home,Home,,False,0
Delta Airlines,DEN,JFK,10,5,2019,48,undisclosed,Business/Work,Home,Car rental,False,0
Aeromar,PVR,MTY,18,11,2016,5,female,Business/Work,Home,,True,704
Aeromar,SJC,PVR,10,7,2022,10,unspecified,Business/Work,Short-term homestay,,True,619
Volaris,PVR,TLC,25,3,2023,32,female,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Delta Airlines,PDX,TPQ,31,7,2014,11,female,Back Home,Home,Own car,False,0
Viva Aerobus,PDX,DEN,8,7,2013,13,unspecified,Back Home,Home,,False,0
American Airlines,MTY,DEN,11,9,2020,16,female,Business/Work,Friend/Family,Mobility as a service,False,0
American Airlines,MTY,DEN,28,5,2019,22,unspecified,On vacation/Pleasure,Hotel,Airport cab,False,0
American Airlines,DEN,PVR,20,6,2016,22,unspecified,Back Home,Home,Pickup,False,0
Delta Airlines,GDL,DEN,2,8,2019,51,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
Viva Aerobus,MTY,SJC,5,1,2020,55,female,Back Home,Home,,False,0
Aeromexico,PVR,MTY,1,2,2016,53,undisclosed,Business/Work,Home,Public Transportation,False,0
American Airlines,DEN,LAX,2,12,2016,12,unspecified,Business/Work,Home,Mobility as a service,False,0
Lufthansa,DEN,GDL,4,1,2016,57,male,On vacation/Pleasure,Home,Pickup,False,0
Alaska,MTY,SJC,21,6,2016,7,male,Back Home,Home,Airport cab,False,0
Lufthansa,SJC,MTY,29,6,2020,13,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromar,PVR,JFK,20,1,2018,2,female,Business/Work,Friend/Family,Public Transportation,False,0
Delta Airlines,TPQ,IZT,25,5,2018,44,female,Business/Work,Home,Airport cab,False,0
American Airlines,GDL,TLC,1,3,2018,82,undisclosed,On vacation/Pleasure,Home,Own car,False,0
Alaska,PVR,LAX,10,9,2016,69,male,On vacation/Pleasure,Friend/Family,,True,286
Volaris,JFK,IZT,21,9,2018,84,undisclosed,Business/Work,Short-term homestay,,True,568
Alaska,LAX,SJC,13,11,2018,25,unspecified,Back Home,Home,Public Transportation,False,0
Aeromar,MTY,TLC,22,8,2017,38,male,Back Home,Home,,False,0
Viva Aerobus,IZT,PDX,5,3,2014,34,unspecified,Business/Work,Hotel,Pickup,False,0
Viva Aerobus,PDX,TPQ,14,2,2022,85,female,On vacation/Pleasure,Friend/Family,Own car,False,0
Viva Aerobus,SJC,DEN,27,10,2019,38,male,On vacation/Pleasure,Home,Mobility as a service,False,0
American Airlines,TLC,JFK,12,3,2015,55,male,Business/Work,Short-term homestay,Airport cab,False,0
Aeromexico,PVR,TLC,31,12,2015,33,female,Back Home,Home,Car rental,False,0
Volaris,IZT,MTY,10,6,2015,23,undisclosed,On vacation/Pleasure,Friend/Family,,True,370
Lufthansa,GDL,TLC,26,8,2017,25,unspecified,Back Home,Home,Airport cab,False,0
Alaska,SJC,GDL,7,9,2013,70,female,On vacation/Pleasure,Hotel,Own car,False,0
Alaska,TPQ,MTY,15,2,2019,14,female,Business/Work,Home,,True,310
Viva Aerobus,TPQ,MTY,11,9,2022,80,unspecified,On vacation/Pleasure,Short-term homestay,,True,487
Aeromexico,LAX,DEN,8,11,2015,13,male,Business/Work,Short-term homestay,,True,52
Volaris,PVR,SJC,12,7,2014,56,unspecified,Business/Work,Friend/Family,Airport cab,False,0
American Airlines,PVR,LAX,29,9,2020,43,male,On vacation/Pleasure,Hotel,Airport cab,False,0
American Airlines,IZT,JFK,19,2,2023,25,unspecified,Back Home,Home,,False,0
Lufthansa,DEN,MTY,31,8,2017,66,male,Back Home,Home,Pickup,False,0
Aeromexico,PVR,TLC,28,12,2021,74,undisclosed,Business/Work,Short-term homestay,Airport cab,False,0
Aeromar,PDX,DEN,9,5,2013,87,female,On vacation/Pleasure,Home,Pickup,False,0
